"Step","12_sazut-tonat-zanohripok - episodic_return","12_sazut-tonat-zanohripok - episodic_return__MIN","12_sazut-tonat-zanohripok - episodic_return__MAX"
"3562111","13","13","13"
"3562221","13","13","13"
"3562536","13","13","13"
"3562609","13","13","13"
"3563373","13","13","13"
"3563800","13","13","13"
"3564029","13","13","13"
"3564320","13","13","13"
"3564391","13","13","13"
"3564814","13","13","13"
"3564891","13","13","13"
"3565340","1","1","1"
"3565590","13","13","13"
"3565693","13","13","13"
"3565951","13","13","13"
"3566439","13","13","13"
"3566641","13","13","13"
"3567131","13","13","13"
"3567478","13","13","13"
"3567781","13","13","13"
"3568045","13","13","13"
"3568104","13","13","13"
"3568525","13","13","13"
"3568679","13","13","13"
"3568881","13","13","13"
"3569051","13","13","13"
"3569590","13","13","13"
"3569704","13","13","13"
"3569778","2","2","2"
"3571623","13","13","13"
"3571782","13","13","13"
"3572205","13","13","13"
"3573446","13","13","13"
"3573522","13","13","13"
"3573874","13","13","13"
"3574795","1","1","1"
"3574892","13","13","13"
"3574946","13","13","13"
"3575049","1","1","1"
"3575568","3","3","3"
"3575704","13","13","13"
"3576338","13","13","13"
"3576765","13","13","13"
"3577206","13","13","13"
"3577225","13","13","13"
"3577606","13","13","13"
"3577805","13","13","13"
"3577961","13","13","13"
"3578198","13","13","13"
"3578550","13","13","13"
"3578642","13","13","13"
"3578860","13","13","13"
"3579117","13","13","13"
"3579178","3","3","3"
"3579338","13","13","13"
"3579634","13","13","13"
"3579846","13","13","13"
"3581101","13","13","13"
"3581318","13","13","13"
"3581575","13","13","13"
"3581834","13","13","13"
"3581938","13","13","13"
"3582047","2","2","2"
"3583000","13","13","13"
"3583149","13","13","13"
"3583498","13","13","13"
"3583849","13","13","13"
"3585005","13","13","13"
"3585198","13","13","13"
"3585395","13","13","13"
"3585628","13","13","13"
"3586588","13","13","13"
"3587464","13","13","13"
"3588854","13","13","13"
"3589101","13","13","13"
"3589313","13","13","13"
"3589476","13","13","13"
"3589962","13","13","13"
"3591414","13","13","13"
"3591556","13","13","13"
"3591647","13","13","13"
"3591991","3","3","3"
"3592087","1","1","1"
"3592195","3","3","3"
"3592277","3","3","3"
"3592385","13","13","13"
"3592520","13","13","13"
"3593048","13","13","13"
"3593155","13","13","13"
"3593302","13","13","13"
"3593994","13","13","13"
"3594089","13","13","13"
"3594197","13","13","13"
"3594627","13","13","13"
"3594751","13","13","13"
"3594948","13","13","13"
"3595130","2","2","2"
"3596726","13","13","13"
"3596794","13","13","13"
"3597273","1","1","1"
"3597796","13","13","13"
"3597951","13","13","13"
"3598019","13","13","13"
"3598285","13","13","13"
"3598858","13","13","13"
"3599556","13","13","13"
"3599738","13","13","13"
"3601284","13","13","13"
"3602145","13","13","13"
"3602457","13","13","13"
"3602590","2","2","2"
"3603097","2","2","2"
"3604452","13","13","13"
"3605507","13","13","13"
"3608899","13","13","13"
"3609028","13","13","13"
"3609210","13","13","13"
"3609690","13","13","13"
"3610150","13","13","13"
"3610819","13","13","13"
"3610969","13","13","13"
"3611014","2","2","2"
"3611395","1","1","1"
"3611461","2","2","2"
"3611793","13","13","13"
"3611942","13","13","13"
"3612052","2","2","2"
"3612126","13","13","13"
"3612218","13","13","13"
"3612687","13","13","13"
"3614020","13","13","13"
"3614302","13","13","13"
"3614484","13","13","13"
"3615121","13","13","13"
"3615270","13","13","13"
"3616029","2","2","2"
"3616911","13","13","13"
"3617251","3","3","3"
"3617757","13","13","13"
"3617997","13","13","13"
"3619046","13","13","13"
"3619469","13","13","13"
"3620219","13","13","13"
"3620783","13","13","13"
"3620922","13","13","13"
"3621700","13","13","13"
"3621847","13","13","13"
"3622136","13","13","13"
"3622457","13","13","13"
"3622543","13","13","13"
"3623103","13","13","13"
"3623147","13","13","13"
"3623802","13","13","13"
"3624143","13","13","13"
"3624958","3","3","3"
"3625156","13","13","13"
"3625293","13","13","13"
"3625487","13","13","13"
"3626160","13","13","13"
"3626721","13","13","13"
"3626812","3","3","3"
"3627653","13","13","13"
"3627833","13","13","13"
"3627873","13","13","13"
"3627972","13","13","13"
"3628320","3","3","3"
"3629365","13","13","13"
"3629661","13","13","13"
"3629995","13","13","13"
"3630143","13","13","13"
"3630816","13","13","13"
"3631172","13","13","13"
"3632605","13","13","13"
"3633656","13","13","13"
"3633978","13","13","13"
"3634178","3","3","3"
"3634688","13","13","13"
"3634865","2","2","2"
"3635082","13","13","13"
"3635263","13","13","13"
"3635987","13","13","13"
"3637481","13","13","13"
"3637688","13","13","13"
"3637898","13","13","13"
"3638463","13","13","13"
"3638660","13","13","13"
"3638822","13","13","13"
"3639462","1","1","1"
"3639699","13","13","13"
"3640505","13","13","13"
"3640998","13","13","13"
"3641123","13","13","13"
"3641400","13","13","13"
"3641924","13","13","13"
"3643491","13","13","13"
"3643810","3","3","3"
"3643977","2","2","2"
"3644775","13","13","13"
"3644819","13","13","13"
"3645347","13","13","13"
"3645922","13","13","13"
"3646185","13","13","13"
"3646444","1","1","1"
"3646623","13","13","13"
"3646969","13","13","13"
"3647111","13","13","13"
"3647458","13","13","13"
"3647571","13","13","13"
"3647654","13","13","13"
"3647881","13","13","13"
"3648488","13","13","13"
"3648871","13","13","13"
"3648975","13","13","13"
"3649395","3","3","3"
"3650670","13","13","13"
"3651279","13","13","13"
"3651880","13","13","13"
"3652361","13","13","13"
"3652793","13","13","13"
"3653299","13","13","13"
"3653496","13","13","13"
"3654044","2","2","2"
"3655273","13","13","13"
"3655452","13","13","13"
"3655779","13","13","13"
"3655991","2","2","2"
"3656229","13","13","13"
"3656520","2","2","2"
"3656609","13","13","13"
"3657048","3","3","3"
"3657864","13","13","13"
"3659048","13","13","13"
"3659335","2","2","2"
"3660001","13","13","13"
"3660551","13","13","13"
"3660717","13","13","13"
"3661224","13","13","13"
"3661340","13","13","13"
"3661961","13","13","13"
"3662159","13","13","13"
"3662369","13","13","13"
"3662923","3","3","3"
"3663463","13","13","13"
"3663574","13","13","13"
"3664476","13","13","13"
"3665453","13","13","13"
"3665976","13","13","13"
"3667449","13","13","13"
"3668297","13","13","13"
"3668594","13","13","13"
"3668645","13","13","13"
"3669804","13","13","13"
"3670244","13","13","13"
"3671016","13","13","13"
"3671457","13","13","13"
"3673447","13","13","13"
"3673782","13","13","13"
"3674017","13","13","13"
"3674906","1","1","1"
"3675474","13","13","13"
"3675848","3","3","3"
"3676065","13","13","13"
"3677490","13","13","13"
"3677530","13","13","13"
"3677921","13","13","13"
"3678390","3","3","3"
"3678957","13","13","13"
"3679299","13","13","13"
"3679653","13","13","13"
"3680237","13","13","13"
"3682248","13","13","13"
"3682324","13","13","13"
"3682585","13","13","13"
"3682709","13","13","13"
"3683565","13","13","13"
"3683820","13","13","13"
"3684049","2","2","2"
"3684783","3","3","3"
"3685332","13","13","13"
"3685689","13","13","13"
"3685704","13","13","13"
"3685847","3","3","3"
"3687080","13","13","13"
"3687444","13","13","13"
"3687549","13","13","13"
"3687737","13","13","13"
"3688023","13","13","13"
"3688438","13","13","13"
"3689185","13","13","13"
"3689224","13","13","13"
"3689522","13","13","13"
"3689789","13","13","13"
"3690453","13","13","13"
"3690799","13","13","13"
"3690828","13","13","13"
"3690893","13","13","13"
"3691656","13","13","13"
"3691782","13","13","13"
"3692150","13","13","13"
"3692477","13","13","13"
"3692808","13","13","13"
"3692963","13","13","13"
"3693585","13","13","13"
"3693676","13","13","13"
"3694542","13","13","13"
"3695148","13","13","13"
"3695614","13","13","13"
"3695659","13","13","13"
"3695761","13","13","13"
"3695990","3","3","3"
"3696296","13","13","13"
"3696334","13","13","13"
"3696416","13","13","13"
"3697333","13","13","13"
"3697387","13","13","13"
"3697554","13","13","13"
"3697685","13","13","13"
"3697960","13","13","13"
"3698117","3","3","3"
"3698653","3","3","3"
"3698733","13","13","13"
"3698865","3","3","3"
"3699372","13","13","13"
"3699772","3","3","3"
"3699974","13","13","13"
"3700221","13","13","13"
"3700357","13","13","13"
"3700501","13","13","13"
"3700729","13","13","13"
"3701118","13","13","13"
"3701740","13","13","13"
"3702382","13","13","13"
"3702555","13","13","13"
"3702623","13","13","13"
"3703773","13","13","13"
"3704350","13","13","13"
"3705301","13","13","13"
"3705798","13","13","13"
"3706027","13","13","13"
"3706205","13","13","13"
"3706370","2","2","2"
"3706828","13","13","13"
"3706910","13","13","13"
"3707450","13","13","13"
"3707778","13","13","13"
"3707844","2","2","2"
"3707997","13","13","13"
"3708181","13","13","13"
"3709027","3","3","3"
"3709116","13","13","13"
"3709186","13","13","13"
"3709582","13","13","13"
"3710046","13","13","13"
"3710363","13","13","13"
"3710468","13","13","13"
"3710588","13","13","13"
"3710848","13","13","13"
"3710941","13","13","13"
"3710989","13","13","13"
"3711387","13","13","13"
"3711737","13","13","13"
"3711869","13","13","13"
"3712149","13","13","13"
"3712416","13","13","13"
"3712717","13","13","13"
"3713024","13","13","13"
"3713192","13","13","13"
"3714154","13","13","13"
"3714325","13","13","13"
"3714372","13","13","13"
"3714752","13","13","13"
"3714888","13","13","13"
"3715597","13","13","13"
"3715659","13","13","13"
"3716174","13","13","13"
"3716262","13","13","13"
"3716413","13","13","13"
"3716428","13","13","13"
"3716578","13","13","13"
"3716742","13","13","13"
"3717188","13","13","13"
"3717312","13","13","13"
"3717651","13","13","13"
"3717992","13","13","13"
"3718156","13","13","13"
"3718397","13","13","13"
"3718429","13","13","13"
"3718605","13","13","13"
"3718805","13","13","13"
"3719669","13","13","13"
"3719733","10","10","10"
"3720006","13","13","13"
"3720192","13","13","13"
"3720300","13","13","13"
"3720762","13","13","13"
"3721048","2","2","2"
"3721516","13","13","13"
"3721860","13","13","13"
"3722444","13","13","13"
"3723211","13","13","13"
"3723308","13","13","13"
"3723522","13","13","13"
"3723689","3","3","3"
"3723891","13","13","13"
"3724793","13","13","13"
"3725467","13","13","13"
"3725645","13","13","13"
"3725817","13","13","13"
"3726212","13","13","13"
"3726284","13","13","13"
"3726706","13","13","13"
"3727579","10","10","10"
"3727829","13","13","13"
"3728249","13","13","13"
"3728330","3","3","3"
"3728415","13","13","13"
"3728476","3","3","3"
"3728527","3","3","3"
"3729250","13","13","13"
"3729459","13","13","13"
"3729538","13","13","13"
"3729944","13","13","13"
"3730375","13","13","13"
"3730730","13","13","13"
"3730948","13","13","13"
"3731257","13","13","13"
"3731995","13","13","13"
"3732202","13","13","13"
"3732938","13","13","13"
"3732999","13","13","13"
"3733467","13","13","13"
"3733881","13","13","13"
"3733964","13","13","13"
"3734351","13","13","13"
"3734547","13","13","13"
"3735032","13","13","13"
"3735253","13","13","13"
"3735468","13","13","13"
"3735693","13","13","13"
"3735756","13","13","13"
"3736469","1","1","1"
"3736583","13","13","13"
"3737229","13","13","13"
"3737289","13","13","13"
"3737447","3","3","3"
"3737572","3","3","3"
"3737740","13","13","13"
"3738200","13","13","13"
"3738602","13","13","13"
"3738765","13","13","13"
"3738892","13","13","13"
"3739037","13","13","13"
"3739828","13","13","13"
"3739898","13","13","13"
"3740710","13","13","13"
"3740996","13","13","13"
"3741597","13","13","13"
"3742028","13","13","13"
"3742084","2","2","2"
"3742239","13","13","13"
"3742330","13","13","13"
"3743195","13","13","13"
"3743479","13","13","13"
"3743716","13","13","13"
"3743834","13","13","13"
"3743930","3","3","3"
"3743946","13","13","13"
"3744046","13","13","13"
"3744223","13","13","13"
"3744529","2","2","2"
"3744915","13","13","13"
"3745155","13","13","13"
"3745747","13","13","13"
"3745898","13","13","13"
"3746330","13","13","13"
"3746487","13","13","13"
"3746862","13","13","13"
"3747000","13","13","13"
"3747219","13","13","13"
"3747865","13","13","13"
"3748218","13","13","13"
"3748250","13","13","13"
"3748324","13","13","13"
"3748568","13","13","13"
"3748809","13","13","13"
"3748977","13","13","13"
"3749322","13","13","13"
"3749398","2","2","2"
"3749469","13","13","13"
"3749880","13","13","13"
"3750450","13","13","13"
"3750954","13","13","13"
"3751439","13","13","13"
"3752666","13","13","13"
"3752799","13","13","13"
"3753053","13","13","13"
"3753176","13","13","13"
"3753303","3","3","3"
"3753802","13","13","13"
"3754266","13","13","13"
"3754724","13","13","13"
"3754810","13","13","13"
"3754841","13","13","13"
"3754899","13","13","13"
"3755423","13","13","13"
"3755478","13","13","13"
"3755607","13","13","13"
"3755818","13","13","13"
"3755994","13","13","13"
"3756106","13","13","13"
"3756664","13","13","13"
"3756810","13","13","13"
"3757011","13","13","13"
"3757807","13","13","13"
"3758109","13","13","13"
"3758402","13","13","13"
"3758821","13","13","13"
"3759140","13","13","13"
"3759224","13","13","13"
"3759432","13","13","13"
"3759687","13","13","13"
"3760031","13","13","13"
"3760438","13","13","13"
"3760709","13","13","13"
"3760839","13","13","13"
"3761046","13","13","13"
"3761189","13","13","13"
"3761554","1","1","1"
"3761610","13","13","13"
"3761695","13","13","13"
"3762084","13","13","13"
"3762137","13","13","13"
"3762501","13","13","13"
"3762633","13","13","13"
"3763530","13","13","13"
"3764681","13","13","13"
"3764854","13","13","13"
"3764909","1","1","1"
"3765029","13","13","13"
"3765075","13","13","13"
"3765322","13","13","13"
"3765789","13","13","13"
"3766138","13","13","13"
"3766683","13","13","13"
"3766765","13","13","13"
"3767614","1","1","1"
"3767691","13","13","13"
"3768266","13","13","13"
"3768685","13","13","13"
"3769047","13","13","13"
"3769573","13","13","13"
"3770057","13","13","13"
"3770145","13","13","13"
"3770343","13","13","13"
"3770395","13","13","13"
"3770488","13","13","13"
"3770558","13","13","13"
"3771563","0","0","0"
"3772471","13","13","13"
"3772792","13","13","13"
"3773310","13","13","13"
"3773395","13","13","13"
"3773657","13","13","13"
"3774295","13","13","13"
"3774665","13","13","13"
"3775280","1","1","1"
"3775791","13","13","13"
"3775955","13","13","13"
"3776215","13","13","13"
"3776266","13","13","13"
"3776807","13","13","13"
"3776877","13","13","13"
"3776987","13","13","13"
"3777188","13","13","13"
"3777471","2","2","2"
"3777775","13","13","13"
"3777861","13","13","13"
"3778256","1","1","1"
"3778424","13","13","13"
"3778441","13","13","13"
"3779787","13","13","13"
"3780517","13","13","13"
"3780554","13","13","13"
"3780617","13","13","13"
"3781381","13","13","13"
"3781896","13","13","13"
"3782000","13","13","13"
"3782857","13","13","13"
"3783058","13","13","13"
"3783733","3","3","3"
"3783983","13","13","13"
"3784006","1","1","1"
"3784163","13","13","13"
"3784347","13","13","13"
"3784584","13","13","13"
"3784747","13","13","13"
"3784786","13","13","13"
"3784880","13","13","13"
"3784950","13","13","13"
"3785675","13","13","13"
"3785819","13","13","13"
"3785980","3","3","3"
"3786298","13","13","13"
"3786390","13","13","13"
"3786787","13","13","13"
"3787003","3","3","3"
"3787318","13","13","13"
"3787654","13","13","13"
"3787940","13","13","13"
"3788149","13","13","13"
"3788451","13","13","13"
"3789567","13","13","13"
"3789576","13","13","13"
"3791076","13","13","13"
"3791133","13","13","13"
"3791216","13","13","13"
"3792699","13","13","13"
"3792807","13","13","13"
"3793013","13","13","13"
"3793455","13","13","13"
"3794134","13","13","13"
"3794189","13","13","13"
"3794615","13","13","13"
"3794808","13","13","13"
"3795222","13","13","13"
"3795364","13","13","13"
"3795751","13","13","13"
"3796087","13","13","13"
"3796863","13","13","13"
"3797069","13","13","13"
"3797224","13","13","13"
"3797470","13","13","13"
"3798290","13","13","13"
"3798493","13","13","13"
"3798541","13","13","13"
"3798887","13","13","13"
"3798948","13","13","13"
"3799558","13","13","13"
"3800546","3","3","3"
"3800605","13","13","13"
"3801511","13","13","13"
"3802254","2","2","2"
"3802670","13","13","13"
"3802757","13","13","13"
"3802910","13","13","13"
"3803195","3","3","3"
"3803315","13","13","13"
"3804630","1","1","1"
"3804806","13","13","13"
"3806028","0","0","0"
"3806084","2","2","2"
"3806203","13","13","13"
"3806662","13","13","13"
"3807068","2","2","2"
"3807143","13","13","13"
"3807353","13","13","13"
"3807492","13","13","13"
"3808454","13","13","13"
"3808529","2","2","2"
"3809125","13","13","13"
"3809595","13","13","13"
"3809937","13","13","13"
"3810274","13","13","13"
"3810425","3","3","3"
"3810437","13","13","13"
"3810630","13","13","13"
"3811115","13","13","13"
"3811204","13","13","13"
"3811365","13","13","13"
"3811852","13","13","13"
